"last_name, first_name","player_id","year","ab","pa","hit","single","double","triple","home_run","strikeout","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","b_rbi"
"Torres, Gleyber","650402","2021","459","516","119","88","22","0","9","104",20.2,9.7,".259",".366",".331","51"
"Turner, Justin","457759","2021","533","612","148","99","22","0","27","98",16,10,".278",".471",".361","87"
"Grossman, Robbie","543257","2021","557","671","133","84","23","3","23","155",23.1,14.6,".239",".415",".357","67"
"Devers, Rafael","646240","2021","591","664","165","89","37","1","38","143",21.5,9.3,".279",".538",".352","113"
"LeMahieu, DJ","518934","2021","597","679","160","125","24","1","10","94",13.8,10.8,".268",".362",".349","57"
"Albies, Ozzie","645277","2021","629","686","163","86","40","7","30","128",18.7,6.9,".259",".488",".310","106"
"Ramirez, Jose","608070","2021","552","636","147","74","32","5","36","87",13.7,11.3,".266",".538",".355","103"
"Pham, Tommy","502054","2021","475","561","109","68","24","2","15","128",22.8,13.9,".229",".383",".340","49"
"Lowe, Brandon","664040","2021","535","615","132","62","31","0","39","167",27.2,11.1,".247",".523",".340","99"
"India, Jonathan","663697","2021","532","631","143","86","34","2","21","141",22.3,11.3,".269",".459",".376","69"
"O'Neill, Tyler","641933","2021","482","537","138","76","26","2","34","168",31.3,7.1,".286",".560",".352","80"
"Olson, Matt","621566","2021","565","673","153","79","35","0","39","113",16.8,13.1,".271",".540",".371","111"
"Sano, Miguel","593934","2021","470","532","105","51","24","0","30","183",34.4,11.1,".223",".466",".312","75"
"Lowe, Nathaniel","663993","2021","557","642","147","102","24","3","18","162",25.2,12.5,".264",".415",".357","72"
"Yastrzemski, Mike","573262","2021","468","532","105","49","28","3","25","131",24.6,9.6,".224",".457",".311","71"
"Farmer, Kyle","571657","2021","483","529","127","87","22","2","16","97",18.3,4.2,".263",".416",".316","63"
"Santana, Carlos","467793","2021","565","659","121","87","15","0","19","102",15.5,13.1,".214",".342",".319","69"
"Happ, Ian","664023","2021","465","535","105","59","20","1","25","156",29.2,11.6,".226",".434",".323","66"
"Smith, Pavin","656976","2021","498","545","133","91","27","4","11","106",19.4,7.7,".267",".404",".328","49"
"Cron, C.J.","543068","2021","470","547","132","72","31","1","28","117",21.4,11,".281",".530",".375","92"
"Lindor, Francisco","596019","2021","452","524","104","65","16","3","20","96",18.3,11.1,".230",".412",".322","63"
"Machado, Manny","592518","2021","564","640","157","96","31","2","28","102",15.9,9.8,".278",".489",".347","106"
"Segura, Jean","516416","2021","514","567","149","105","27","3","14","78",13.8,6.9,".290",".436",".348","58"
"Cabrera, Miguel","408234","2021","472","526","121","90","16","0","15","118",22.4,7.6,".256",".386",".316","75"
"Garcia, Adolis","666969","2021","581","622","141","82","26","2","31","194",31.2,5.1,".243",".454",".286","90"
"Adames, Willy","642715","2021","497","555","130","72","32","1","25","156",28.1,10.3,".262",".481",".337","73"
"Rojas, Josh","668942","2021","484","550","128","82","32","3","11","137",24.9,10.5,".264",".411",".341","44"
"Ohtani, Shohei","660271","2021","537","639","138","58","26","8","46","189",29.6,15,".257",".592",".372","100"
"Moncada, Yoan","660162","2021","520","616","137","89","33","1","14","157",25.5,13.6,".263",".412",".375","61"
"Urias, Luis","649966","2021","490","570","122","73","25","1","23","116",20.4,11.1,".249",".445",".345","75"
"Suarez, Eugenio","553993","2021","505","574","100","46","23","0","31","171",29.8,9.8,".198",".428",".286","79"
"McMahon, Ryan","641857","2021","528","596","134","78","32","1","23","147",24.7,9.9,".254",".449",".331","86"
"Andrus, Elvis","462101","2021","497","541","121","91","25","2","3","81",15,5.7,".243",".320",".294","37"
"Rosario, Amed","642708","2021","550","588","155","113","25","6","11","120",20.4,5.3,".282",".409",".321","57"
"Grichuk, Randal","545341","2021","511","545","123","75","25","1","22","114",20.9,5,".241",".423",".281","81"
"Turner, Trea","607208","2021","595","646","195","130","34","3","28","110",17,6.3,".328",".536",".375","77"
"Hernandez, Enrique","571771","2021","508","585","127","69","35","3","20","110",18.8,10.4,".250",".449",".337","60"
"Arenado, Nolan","571448","2021","593","653","151","80","34","3","34","96",14.7,7.7,".255",".494",".312","105"
"Soler, Jorge","624585","2021","516","602","115","61","27","0","27","142",23.6,11.1,".223",".432",".316","70"
"Anderson, Tim","641313","2021","527","551","163","115","29","2","17","119",21.6,4,".309",".469",".338","61"
"Lowrie, Jed","476704","2021","457","512","112","70","28","0","14","108",21.1,9.6,".245",".398",".318","69"
"Hernandez, Cesar","514917","2021","570","637","132","88","21","2","21","135",21.2,9.3,".232",".386",".308","62"
"Donaldson, Josh","518626","2021","457","543","113","61","26","0","26","114",21,13.6,".247",".475",".352","72"
"Marte, Starling","516782","2021","467","526","145","103","27","3","12","99",18.8,8.2,".310",".458",".383","55"
"Cronenworth, Jake","630105","2021","567","643","151","90","33","7","21","90",14,8.6,".266",".460",".340","71"
"Diaz, Yandy","650490","2021","465","541","119","85","20","1","13","85",15.7,12.8,".256",".387",".353","64"
"Grisham, Trent","663757","2021","462","527","112","66","28","3","15","119",22.6,10.2,".242",".413",".327","62"
"Gurriel Jr., Lourdes","666971","2021","500","541","138","87","28","2","21","102",18.9,5.9,".276",".466",".319","84"
"Solak, Nick","669256","2021","458","511","111","80","18","2","11","107",20.9,6.7,".242",".362",".314","49"
"Benintendi, Andrew","643217","2021","493","538","136","90","27","2","17","97",18,6.7,".276",".442",".324","73"
"Castellanos, Nick","592206","2021","531","585","164","91","38","1","34","121",20.7,7,".309",".576",".362","100"
"Tucker, Kyle","663656","2021","506","567","149","79","37","3","30","90",15.9,9.3,".294",".557",".359","92"
"Peralta, David","444482","2021","487","538","126","80","30","8","8","92",17.1,8.6,".259",".402",".325","63"
"Brantley Jr., Michael","488726","2021","469","508","146","106","29","3","8","53",10.4,6.5,".311",".437",".362","47"
"Soto, Juan","665742","2021","502","654","157","106","20","2","29","93",14.2,22.2,".313",".534",".465","95"
"Aguilar, Jesus","542583","2021","449","510","117","72","23","0","22","93",18.2,9,".261",".459",".329","93"
"Polanco, Jorge","593871","2021","588","644","158","88","35","2","33","118",18.3,7,".269",".503",".323","98"
"Abreu, Jose","547989","2021","566","659","148","86","30","2","30","143",21.7,9.3,".261",".481",".351","117"
"Fletcher, David","664058","2021","626","665","164","132","27","3","2","60",9,4.7,".262",".324",".297","47"
"Schoop, Jonathan","570731","2021","623","674","173","120","30","1","22","133",19.7,5.5,".278",".435",".320","84"
"Semien, Marcus","543760","2021","652","724","173","87","39","2","45","146",20.2,9.1,".265",".538",".334","102"
"Seager, Kyle","572122","2021","603","670","128","63","29","1","35","161",24,8.8,".212",".438",".285","101"
"Hosmer, Eric","543333","2021","509","565","137","97","28","0","12","99",17.5,8.5,".269",".395",".337","65"
"Martinez, J.D.","502110","2021","570","634","163","90","42","3","28","150",23.7,8.7,".286",".518",".349","99"
"Reynolds, Bryan","668804","2021","559","646","169","102","35","8","24","119",18.4,11.6,".302",".522",".390","90"
"Alvarez, Yordan","670541","2021","537","598","149","80","35","1","33","145",24.2,8.4,".277",".531",".346","104"
"Crawford, Brandon","543063","2021","483","549","144","87","30","3","24","105",19.1,10.2,".298",".522",".373","90"
"Guerrero Jr., Vladimir","665489","2021","604","698","188","110","29","1","48","110",15.8,12.3,".311",".601",".401","111"
"Newman, Kevin","621028","2021","517","554","117","87","22","3","5","41",7.4,4.9,".226",".309",".265","39"
"Votto, Joey","458015","2021","448","533","119","59","23","1","36","127",23.8,14.4,".266",".563",".375","99"
"Mullins II, Cedric","656775","2021","602","675","175","103","37","5","30","125",18.5,8.7,".291",".518",".360","59"
"Swanson, Dansby","621020","2021","588","653","146","84","33","2","27","167",25.6,8,".248",".449",".311","88"
"Villar, Jonathan","542340","2021","454","505","113","75","18","2","18","132",26.1,9.1,".249",".416",".322","42"
"Freeman, Freddie","518692","2021","600","695","180","122","25","2","31","107",15.4,12.2,".300",".503",".393","83"
"Escobar, Eduardo","500871","2021","549","599","139","80","26","5","28","124",20.7,8,".253",".472",".314","90"
"Altuve, Jose","514888","2021","601","678","167","103","32","1","31","91",13.4,9.7,".278",".489",".350","83"
"Riley, Austin","663586","2021","590","662","179","112","33","1","33","168",25.4,7.9,".303",".531",".367","107"
"France, Ty","664034","2021","571","650","166","115","32","1","18","106",16.3,7.1,".291",".445",".368","73"
"Realmuto, J.T.","592663","2021","476","537","125","79","25","4","17","129",24,8.9,".263",".439",".343","73"
"Cruz Jr., Nelson","443558","2021","513","584","136","82","21","1","32","126",21.6,8.7,".265",".497",".334","86"
"Blackmon, Charlie","453568","2021","514","582","139","97","25","4","13","91",15.6,9.3,".270",".411",".351","78"
